ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,Status
2006,84,5,1,0,5,0,1,1,1.0
1983,180,10,1,0,0,0,0,0,1.0
2006,84,5,1,2,5,0,2,1,1.0
1998,12,14,2,0,0,0,0,1,1.0
2006,84,25,1,0,0,0,1,1,1.0
1998,120,3,1,0,0,1,0,0,1.0
2006,30,5,2,0,5,0,1,0,2.0
1998,181,11,1,0,0,0,0,0,1.0
2006,40,4,2,0,4,0,1,1,2.0
2006,61,2,1,1,3,0,1,1,2.0
1998,120,2,2,0,0,0,0,0,1.0
2006,10,1,2,0,1,0,1,0,2.0
2006,61,15,1,0,15,0,1,0,2.0
1983,300,186,1,0,0,0,0,0,1.0
2006,84,0,1,0,0,0,1,1,1.0
1998,264,5,1,0,0,0,0,0,1.0
2006,58,3,1,1,3,0,1,0,2.0
2006,90,1,2,1,1,0,1,0,1.0
2006,84,5,1,2,2,0,2,1,1.0
2006,60,1,2,1,1,0,1,0,1.0
1998,84,2,1,0,0,0,0,1,1.0
2006,47,8,1,0,8,0,1,1,2.0
1998,60,3,1,0,0,0,0,1,1.0
2006,84,2,1,0,2,0,1,1,1.0
1998,300,1,1,0,0,1,0,0,1.0
2006,84,6,2,2,6,0,1,0,1.0
1998,84,3,1,0,0,0,0,0,1.0
2006,84,47,1,8,47,0,1,1,1.0
1983,300,13,1,0,0,0,0,0,1.0
1998,300,1,1,0,0,0,0,0,1.0
2006,6,0,1,0,0,0,1,0,2.0
2006,84,2,2,0,2,0,1,1,1.0
2006,84,11,1,0,11,0,1,0,1.0
2006,84,1,2,5,5,0,1,1,1.0
1998,252,4,1,0,0,0,0,0,1.0
2006,41,9,1,4,9,0,1,0,2.0
2006,41,1,2,0,1,0,1,0,2.0
1998,104,11,1,0,0,0,0,0,1.0
2006,84,2,2,1,2,0,1,1,1.0
1998,60,2,1,0,0,0,0,1,1.0
2006,25,16,1,18,16,0,2,0,1.0
1998,36,32,1,0,0,0,0,0,1.0
1998,120,3,1,0,0,0,0,0,1.0
2006,53,2,1,0,0,0,1,1,2.0
1983,122,9,1,0,0,0,0,0,2.0
1998,23,30,1,0,0,0,0,1,1.0
1998,12,20,1,0,0,0,0,1,1.0
2006,84,5,1,1,3,0,1,1,1.0
2006,28,1,1,1,1,0,2,1,2.0
2006,55,8,1,0,8,0,1,1,2.0
1979,130,13,1,0,0,0,0,0,2.0
1998,85,5,1,0,0,1,0,0,2.0
2006,36,2,2,0,0,0,1,1,1.0
2006,84,8,1,0,8,0,2,0,1.0
2006,84,2,2,2,2,0,1,0,1.0
1983,300,42,1,0,0,0,0,0,1.0
1998,300,8,1,0,0,0,0,0,1.0
2006,60,1,2,2,0,0,1,0,1.0
1998,84,1,2,0,0,0,0,0,1.0
2006,84,5,1,0,5,0,1,1,1.0
1998,53,5,1,0,0,0,0,1,1.0
2006,67,12,1,1,1,0,1,1,2.0
1998,84,12,1,0,0,0,0,0,1.0
2006,60,1,1,4,1,0,1,0,1.0
1998,180,5,1,0,0,0,0,0,1.0
2006,36,2,1,0,2,0,1,1,1.0
1998,84,8,1,0,0,0,0,1,1.0
2006,84,2,2,2,2,0,1,0,1.0
1998,180,2,2,0,0,0,0,0,1.0
2006,56,1,2,0,1,0,1,1,2.0
2006,60,15,2,2,15,0,1,0,1.0
1998,300,6,1,0,0,0,0,0,1.0
2006,23,5,1,0,5,0,1,0,2.0
1998,87,30,1,0,0,0,0,0,1.0
1998,240,53,1,13,0,0,0,0,1.0
2006,10,12,1,0,12,0,2,1,2.0
2006,50,8,1,0,8,0,1,0,2.0
1998,240,5,1,0,0,0,0,0,1.0
2006,49,3,2,3,0,0,1,0,2.0
1983,300,32,1,0,0,0,0,0,1.0
1998,39,1,2,0,0,0,0,0,2.0
2006,43,9,1,5,14,0,1,0,2.0
2006,87,6,2,0,0,0,1,0,1.0
2006,14,9,1,3,9,0,1,0,1.0
2006,42,0,2,4,4,0,1,0,2.0
2006,44,2,1,1,2,0,2,0,2.0
2006,41,3,2,0,3,0,1,1,2.0
2006,84,2,1,0,2,0,2,0,1.0
2006,31,10,1,0,10,0,1,1,2.0
2006,84,1,1,1,1,0,1,0,1.0
1998,60,2,2,0,0,0,0,1,1.0
2006,82,7,1,0,7,0,2,0,2.0
2006,47,1,2,0,1,0,1,1,2.0
2006,88,3,2,3,0,1,1,0,1.0
1983,240,97,1,0,0,0,0,0,1.0
1998,84,9,2,0,0,0,0,0,1.0
2006,83,1,1,2,1,0,1,1,1.0
2006,26,1,1,1,1,0,2,0,2.0
1998,18,3,2,0,0,0,0,1,1.0
2006,84,1,1,0,1,0,2,0,1.0
1983,240,35,1,0,0,0,0,0,1.0
1998,300,6,1,0,0,0,0,0,1.0
2006,17,5,1,0,5,0,1,1,2.0
2006,15,3,1,1,3,0,1,0,2.0
2006,48,2,1,0,2,0,2,0,1.0
1998,56,6,1,0,0,0,0,0,2.0
2006,42,4,1,0,4,0,1,0,2.0
1998,84,3,1,0,0,0,0,0,1.0
1998,120,6,1,0,0,0,0,0,1.0
2006,84,9,1,0,9,0,1,1,1.0
1998,300,2,1,0,0,0,0,0,1.0
2006,60,10,1,6,16,1,1,0,1.0
2006,16,0,1,0,0,0,1,1,2.0
1998,120,6,1,0,0,0,0,0,1.0
2006,84,1,1,1,2,0,1,1,1.0
2006,84,1,2,0,1,0,1,1,1.0
2006,12,16,1,0,0,0,2,0,1.0
1983,240,15,2,0,0,0,0,0,1.0
2006,14,1,2,1,1,0,2,1,2.0
2006,240,26,1,5,0,0,1,0,1.0
1998,84,2,2,0,0,0,0,0,1.0
2006,60,0,2,3,3,0,1,1,1.0
2006,60,1,1,1,1,0,2,0,1.0
2006,84,3,2,0,3,0,1,1,1.0
1998,87,20,2,0,0,1,0,0,2.0
2006,84,1,2,3,1,0,1,0,1.0
2006,84,7,1,0,7,0,1,1,1.0
1998,60,23,1,0,0,0,0,1,1.0
1983,300,8,2,0,0,0,0,0,1.0
1998,300,3,1,0,0,0,0,0,1.0
2006,84,3,1,0,3,0,1,1,1.0
1998,87,3,2,0,0,0,0,0,1.0
2006,50,1,2,0,1,0,1,0,2.0
2006,37,1,1,0,1,0,1,1,2.0
1998,36,2,1,0,0,0,0,0,1.0
2006,56,1,2,0,1,0,1,0,2.0
1998,300,15,1,0,0,0,0,0,1.0
1983,84,3,2,0,0,0,0,0,2.0
1998,240,20,1,9,11,0,0,0,1.0
2006,84,1,1,0,1,0,1,1,1.0
1998,1,7,1,0,0,0,0,0,2.0
2006,65,2,1,0,2,0,1,1,2.0
1998,300,15,1,0,0,0,0,0,1.0
2006,30,2,2,5,2,0,1,1,2.0
1998,240,6,1,0,0,0,0,0,1.0
2006,60,1,2,0,1,0,2,1,1.0
1998,300,20,1,0,0,0,0,0,1.0
2006,60,1,1,0,1,0,2,0,1.0
1998,180,2,1,0,0,0,0,0,1.0
1998,120,3,1,0,0,0,0,0,1.0
2006,6,6,1,1,6,0,1,0,2.0
1998,240,2,1,0,0,0,0,0,1.0
2006,84,2,2,1,3,0,1,0,1.0
1998,240,5,1,0,0,0,0,0,1.0
2006,62,3,1,0,3,0,1,1,2.0
2006,16,3,2,0,3,0,2,1,2.0
1998,240,10,1,0,0,0,0,0,1.0
2006,60,6,2,3,9,0,1,0,1.0
1998,240,14,1,0,0,0,0,0,1.0
2006,42,19,1,2,19,0,1,1,2.0
2006,84,5,2,3,5,0,1,0,1.0
1998,55,2,2,0,0,0,0,0,1.0
2006,8,1,2,2,0,0,1,0,2.0
2006,51,18,1,0,18,0,1,1,2.0
1998,200,110,1,0,0,0,0,0,1.0
2006,60,8,1,0,8,0,1,1,1.0
2006,60,13,1,0,13,0,1,0,1.0
2006,60,1,1,0,1,0,2,0,1.0
2006,27,7,1,0,7,0,1,1,2.0
2006,72,5,1,0,5,0,2,0,1.0
1998,84,6,2,0,0,0,0,0,1.0
1983,240,22,1,0,0,0,0,0,1.0
2006,17,2,2,0,2,0,1,1,2.0
2006,53,1,2,5,1,0,1,0,2.0
2006,84,10,1,2,0,0,1,1,1.0
1983,24,2,2,0,0,0,0,0,2.0
1998,60,55,1,0,0,0,0,0,1.0
2006,1,4,1,0,4,0,1,0,2.0
2006,84,6,1,2,6,0,1,0,1.0
2006,49,7,1,0,7,0,1,0,2.0
2006,20,2,2,60,60,0,2,0,2.0
2006,84,1,2,0,1,0,1,1,1.0
2006,33,15,1,0,15,0,1,1,2.0
2006,84,1,1,0,1,0,1,1,1.0
2006,84,8,1,1,0,0,1,1,1.0
2006,83,2,1,0,2,0,1,1,1.0
1998,120,1,2,0,0,0,0,0,1.0
2006,26,0,2,1,0,0,2,1,2.0
2006,84,1,1,0,1,0,1,1,1.0
2006,20,5,1,0,5,0,1,1,2.0
2006,60,30,1,0,30,0,1,0,1.0
2006,104,1,2,0,1,0,1,0,2.0
2006,60,1,2,1,0,0,2,0,1.0
1998,60,3,1,0,0,0,0,1,1.0
2006,36,70,1,0,70,0,1,0,1.0
1998,36,1,1,0,0,0,0,0,1.0
2006,36,1,1,0,1,0,1,0,1.0
2006,84,6,2,0,0,1,1,0,1.0
1998,96,8,1,0,0,0,0,0,1.0
2006,15,5,1,0,5,0,1,0,2.0
1998,120,6,1,0,0,0,0,0,1.0
2006,21,1,1,0,1,0,1,0,2.0
1998,84,10,2,0,0,0,0,0,1.0
2006,84,2,1,0,2,0,1,1,1.0
1998,240,17,1,5,15,0,0,0,1.0
2006,84,13,1,12,25,0,2,0,1.0
1998,36,2,1,0,0,0,0,1,1.0
2006,84,1,1,0,1,0,1,1,1.0
2006,60,3,1,3,0,0,2,0,1.0
1998,240,2,1,0,2,0,0,0,1.0
2006,2,3,1,0,3,0,1,0,2.0
2006,84,7,1,3,10,0,1,0,1.0
2006,60,2,1,0,2,0,1,1,1.0
1998,60,1,1,0,0,0,0,0,1.0
2006,84,5,1,0,5,0,1,1,1.0
2006,37,16,1,0,2,0,1,1,1.0
1998,240,25,1,9,25,0,0,0,1.0
2006,120,1,2,0,0,0,1,0,1.0
2006,120,3,1,0,3,0,1,0,1.0
2006,48,8,1,2,8,0,1,0,2.0
2006,23,1,2,0,1,0,1,0,2.0
1998,240,8,1,0,0,0,0,0,1.0
1998,240,14,2,0,0,0,0,0,1.0
2006,243,19,1,16,19,0,1,0,2.0
1998,240,5,1,0,0,0,0,0,1.0
1998,120,16,1,0,0,0,0,0,1.0
2006,84,3,2,0,3,0,1,1,1.0
1998,120,2,1,0,0,0,0,0,1.0
2006,24,8,1,0,8,0,1,1,1.0
1998,84,16,1,0,0,0,0,0,1.0
2006,84,24,1,6,30,0,1,0,1.0
1998,180,4,1,0,0,0,0,0,1.0
2006,84,3,2,0,3,0,1,1,1.0
2006,276,12,1,0,12,0,1,0,1.0
1998,216,24,1,0,0,0,0,0,1.0
1998,7,1,2,0,0,1,0,0,2.0
2006,84,1,1,1,0,0,1,0,1.0
2006,71,3,1,1,3,0,1,0,2.0
2006,300,6,2,2,4,0,1,0,1.0
1998,137,22,1,0,0,0,0,0,1.0
2006,58,1,1,0,1,0,1,0,2.0
1998,60,13,1,0,0,0,0,0,1.0
2006,84,35,1,0,35,0,1,0,1.0
2006,60,1,2,0,1,0,1,0,1.0
1998,240,28,1,14,28,0,0,0,1.0
2006,84,1,1,0,1,0,1,1,1.0
2006,76,22,1,1,22,0,1,0,2.0
1983,240,12,1,0,0,0,0,0,1.0
1998,120,25,2,0,0,1,0,0,1.0
2006,84,5,1,0,5,0,1,1,1.0
1983,300,90,1,0,0,0,0,0,1.0
2006,59,1,1,0,1,0,1,1,2.0
1998,240,62,1,4,58,0,0,0,1.0
2006,60,1,1,0,1,0,1,0,1.0
1998,300,30,1,0,0,0,0,0,1.0
2006,20,2,1,0,2,0,1,1,2.0
2006,60,2,1,0,2,0,1,0,1.0
1998,84,1,1,0,0,0,0,0,1.0
2006,60,7,1,0,7,0,1,1,1.0
2006,20,4,2,0,4,0,1,1,2.0
1998,56,4,1,0,0,0,0,1,1.0
2006,84,3,1,0,3,0,1,1,1.0
1998,36,3,2,0,0,0,0,0,1.0
2006,60,2,2,0,2,0,1,0,1.0
1998,60,21,1,0,0,0,0,0,1.0
2006,29,5,1,2,5,0,1,1,2.0
2006,42,25,2,0,25,0,1,1,2.0
1998,84,2,2,0,0,1,0,0,1.0
2006,84,50,1,0,50,0,1,1,1.0
1998,300,30,1,0,0,0,0,0,1.0
2006,58,1,2,2,1,0,1,0,2.0
1998,120,3,2,0,0,0,0,0,1.0
2006,47,1,1,0,1,0,1,0,2.0
1998,91,18,2,0,0,0,0,0,1.0
2006,19,4,2,0,4,0,1,1,2.0
1998,84,1,1,0,0,0,0,0,1.0
2006,83,2,1,5,2,0,1,0,2.0
2006,54,3,1,0,3,0,1,1,2.0
1998,300,71,1,0,0,0,0,0,1.0
2006,180,7,1,2,7,0,2,0,1.0
2006,120,5,1,0,5,0,1,0,1.0
2006,60,25,2,25,25,0,1,1,1.0
2006,51,3,1,0,3,0,1,0,2.0
1998,295,5,1,0,0,0,0,0,1.0
2006,173,1,1,3,3,0,1,0,1.0
1998,90,5,1,0,0,0,0,0,1.0
2006,84,2,2,0,2,0,1,1,1.0
2006,240,6,1,1,6,0,1,0,1.0
1998,84,10,1,0,0,0,0,0,1.0
2006,84,2,2,0,2,0,1,1,1.0
2006,24,1,1,0,1,0,1,0,2.0
2006,84,1,1,1,2,0,1,1,1.0
2006,84,4,2,0,0,0,1,1,1.0
2006,43,2,1,0,2,0,1,1,1.0
1998,28,15,1,0,0,0,0,0,2.0
1983,300,100,1,0,0,0,0,0,1.0
1998,120,1,2,0,0,1,0,0,1.0
2006,84,9,1,2,11,0,2,1,1.0
2006,28,2,1,2,2,0,1,1,2.0
1998,300,5,1,0,0,0,0,0,1.0
2006,84,0,2,2,2,0,1,1,1.0
2006,84,0,1,0,0,0,1,1,1.0
2006,15,3,1,1,3,0,1,1,2.0
1998,240,1,2,14,0,0,0,0,1.0
2006,45,9,1,0,9,0,1,1,2.0
1998,84,5,2,0,0,0,0,0,1.0
2006,60,5,1,0,0,0,2,1,1.0
1998,120,8,1,0,0,0,0,0,1.0
2006,32,6,1,0,6,0,1,0,2.0
2006,120,9,1,1,0,0,2,0,1.0
2006,84,2,1,1,3,0,1,1,1.0
1998,36,8,2,0,0,0,0,0,1.0
2006,84,2,2,0,2,0,1,1,1.0
1998,11,3,1,0,0,0,0,0,2.0
1998,12,52,1,0,0,0,0,1,1.0
2006,84,2,2,0,2,0,1,1,1.0
1998,72,2,2,0,0,0,0,0,1.0
2006,84,2,1,0,2,0,2,1,1.0
1998,300,19,1,0,0,0,0,0,1.0
2006,60,6,1,0,6,0,1,0,1.0
2006,30,1,1,0,1,0,2,1,2.0
1998,120,3,1,0,0,0,0,0,1.0
2006,182,2,2,0,0,0,2,0,1.0
1998,268,12,1,0,0,1,0,0,1.0
2006,84,1,1,1,2,0,1,1,1.0
2006,84,3,1,5,8,0,1,1,1.0
2006,36,12,1,2,12,0,1,1,1.0
1998,60,5,2,0,0,0,0,0,1.0
2006,24,25,2,0,25,0,1,0,1.0
2006,98,5,1,2,7,0,1,0,1.0
2006,76,4,1,0,4,0,1,1,2.0
2006,50,2,1,1,3,0,1,1,2.0
2006,84,1,2,0,1,0,1,1,1.0
2006,60,1,2,1,1,0,2,0,1.0
1998,240,15,1,6,0,0,0,0,1.0
2006,84,2,1,0,2,0,1,1,1.0
1998,240,38,1,8,30,0,0,0,1.0
2006,47,1,1,0,1,0,1,1,2.0
1998,60,1,2,0,0,0,0,0,1.0
2006,36,4,2,0,4,0,1,0,1.0
2006,84,5,1,0,0,0,1,1,1.0
1983,300,23,1,0,0,0,0,0,1.0
1998,300,6,1,0,0,0,0,0,1.0
2006,43,3,1,0,3,0,1,1,2.0
1998,180,5,2,0,0,0,0,0,1.0
2006,76,4,1,2,4,0,1,0,2.0
2006,84,4,1,0,4,0,2,1,1.0
2006,84,8,1,0,8,0,2,1,1.0
1998,180,5,1,0,0,0,0,0,1.0
2006,67,1,2,0,1,0,1,1,2.0
2006,66,3,2,2,3,0,2,0,1.0
1998,12,2,1,0,0,0,0,1,1.0
2006,84,1,1,0,1,0,1,1,1.0
2006,24,5,2,5,0,0,2,1,1.0
1998,120,15,1,0,0,0,0,0,1.0
2006,34,5,1,0,5,0,2,1,2.0
1998,79,11,1,0,0,0,0,0,2.0
1998,60,13,1,4,9,0,0,0,1.0
2006,60,1,2,0,1,0,1,1,2.0
2006,72,1,1,0,1,0,1,0,1.0
2006,84,2,2,0,2,0,1,1,1.0
2006,37,6,1,0,5,0,2,0,2.0
1998,65,6,1,0,0,0,0,0,2.0
2006,84,3,1,0,3,0,1,1,1.0
2006,84,4,2,1,4,0,1,1,1.0
1998,203,2,1,0,0,0,0,0,1.0
2006,6,5,1,0,5,0,1,0,2.0
2006,59,2,2,12,2,0,2,1,1.0
2006,34,8,2,0,8,0,1,1,2.0
2006,99,3,1,0,0,0,1,0,1.0
2006,84,3,1,4,7,0,1,0,1.0
2006,244,3,1,1,3,0,1,0,1.0
2006,120,2,2,20,2,0,1,0,1.0
1998,65,42,1,0,0,0,0,0,1.0
2006,53,1,2,0,1,0,1,0,2.0
2006,90,1,1,1,1,0,1,0,1.0
2006,9,5,1,0,5,0,1,1,2.0
2006,300,1,2,5,1,0,1,0,1.0
2006,0,4,1,1,5,0,2,0,2.0
1983,300,20,2,0,0,0,0,0,1.0
2006,51,3,1,5,3,0,1,0,2.0
2006,60,2,2,2,2,0,2,0,1.0
2006,120,0,2,5,5,1,1,0,1.0
1998,240,10,1,3,7,0,0,0,1.0
2006,44,4,1,2,4,0,1,1,2.0
2006,84,6,2,0,6,0,1,0,1.0
1983,300,19,1,0,0,0,0,0,1.0
2006,84,5,1,0,5,0,1,0,1.0
1983,300,19,1,0,0,0,0,0,1.0
2006,43,4,1,2,4,0,1,0,2.0
1983,156,7,1,0,0,0,0,0,2.0
1998,240,14,1,8,0,0,0,0,1.0
2006,84,4,2,0,4,0,1,1,1.0
2006,25,4,1,0,3,0,1,1,2.0
1998,84,20,2,0,0,0,0,0,1.0
2006,34,3,1,0,3,0,1,1,2.0
2006,44,4,1,9,4,0,1,0,2.0
2006,6,8,1,0,8,0,1,0,2.0
2006,37,1,1,0,1,0,1,1,2.0
2006,41,4,1,1,5,0,1,0,2.0
2006,5,3,1,0,3,0,1,0,2.0
1998,120,1,2,11,0,0,0,0,1.0
2006,56,1,1,1,1,0,1,1,2.0
1998,8,26,1,0,0,0,0,1,2.0
2006,84,3,1,2,3,0,1,0,1.0
1998,36,3,1,0,0,0,0,0,1.0
2006,1,25,2,0,25,0,1,0,2.0
1998,84,2,1,0,0,0,0,0,1.0
2006,60,5,1,0,5,0,2,1,1.0
1998,240,17,1,17,17,0,0,0,1.0
2006,32,2,1,0,2,0,1,1,2.0
2006,12,3,1,0,3,0,1,1,2.0
1998,180,18,1,0,0,1,0,0,1.0
2006,67,10,1,6,0,0,1,0,2.0
1998,120,16,1,0,0,0,0,0,1.0
1998,84,2,1,0,0,1,0,0,1.0
2006,84,11,1,5,16,0,1,0,1.0
1998,120,1,2,0,0,0,0,0,1.0
2006,43,3,1,0,3,0,1,1,2.0
2006,240,1,1,0,8,0,2,0,1.0
1998,144,4,1,0,0,0,0,0,1.0
1998,60,10,1,0,0,0,0,0,1.0
2006,84,4,2,0,4,0,2,1,1.0
2006,36,2,1,0,2,0,1,1,1.0
1998,84,37,1,0,0,0,0,0,1.0
1998,60,11,2,0,0,0,0,0,1.0
2006,84,1,1,1,1,0,1,1,1.0
1998,37,1,2,0,0,0,0,0,2.0
2006,120,0,2,15,15,0,1,0,1.0
1998,36,1,2,0,0,0,0,0,2.0
2006,300,1,2,3,1,0,1,0,1.0
2006,120,1,2,1,2,0,1,0,1.0
2006,43,5,1,0,5,0,1,0,2.0
1998,23,2,1,0,0,0,0,0,2.0
2006,36,1,2,1,2,0,1,0,1.0
2006,36,4,1,2,6,0,1,0,1.0
1998,72,3,1,0,0,0,0,0,1.0
2006,60,1,2,13,1,1,1,0,1.0
1983,180,7,1,0,0,0,0,0,1.0
2006,84,4,1,0,4,0,1,1,1.0
1983,180,10,1,0,0,0,0,0,1.0
2006,84,1,1,0,1,0,2,0,1.0
2006,60,6,1,1,6,0,1,0,2.0
2006,1,10,1,0,10,0,1,1,2.0
2006,86,21,1,0,21,0,1,0,1.0
1998,60,1,2,0,0,0,0,0,1.0
2006,20,1,1,5,5,0,1,1,2.0
2006,84,2,1,0,2,0,1,1,1.0
2006,21,1,2,1,2,0,1,1,2.0
2006,120,9,1,3,12,0,1,0,1.0
2006,84,10,2,4,10,0,1,1,1.0
2006,84,4,1,0,4,0,1,1,1.0
1998,240,17,1,3,0,0,0,0,1.0
2006,84,2,2,2,4,0,1,1,1.0
1998,12,12,1,0,0,0,0,0,1.0
2006,84,4,1,0,4,0,1,1,1.0
2006,59,2,1,0,2,0,1,1,2.0
2006,240,1,1,0,12,0,2,0,1.0
2006,84,8,1,2,10,0,1,0,1.0
2006,240,44,1,15,0,0,1,0,1.0
1998,54,2,2,0,0,0,0,0,2.0
2006,60,3,1,0,3,0,2,0,1.0
2006,36,1,1,0,1,0,1,0,2.0
2006,54,1,2,0,1,0,1,1,2.0
2006,18,1,2,0,1,0,1,0,2.0
2006,84,12,1,3,12,0,1,1,1.0
1983,240,41,1,0,0,0,0,0,1.0
2006,39,16,1,0,16,0,1,1,2.0
2006,84,7,1,6,13,0,1,0,1.0
2006,84,2,2,0,2,0,2,1,1.0
1998,240,2,2,0,0,0,0,0,1.0
2006,35,2,1,0,2,0,1,0,2.0
1983,300,30,1,0,0,0,0,0,1.0
2006,24,4,2,0,4,0,1,1,1.0
2006,42,5,1,2,5,0,1,1,2.0
2006,60,2,2,2,2,0,2,1,1.0
1983,88,5,1,0,0,0,0,0,2.0
2006,84,1,1,0,1,0,1,1,1.0
1998,84,5,1,0,0,0,0,0,1.0
2006,84,4,1,0,4,0,1,1,1.0
1983,18,65,1,0,0,0,0,0,2.0
1983,180,28,1,0,0,0,0,0,1.0
2006,84,2,1,10,2,0,1,1,1.0
2006,68,6,1,0,6,0,1,1,2.0
1998,240,120,1,38,82,0,0,0,1.0
2006,77,12,1,4,12,0,1,1,2.0
1998,240,20,1,7,7,0,0,0,1.0
1998,120,16,1,0,0,0,0,0,1.0
2006,60,0,2,7,7,0,1,1,1.0
2006,56,7,2,0,7,0,1,1,2.0
2006,84,3,2,1,4,0,1,1,1.0
1998,120,3,2,0,0,0,0,0,1.0
2006,84,4,2,5,4,0,2,1,1.0
1998,180,1,2,0,0,0,0,0,1.0
2006,33,2,2,1,2,0,1,0,2.0
1983,240,12,1,0,0,0,0,0,1.0
1998,60,5,1,0,0,0,0,0,1.0
1998,243,2,2,0,0,0,0,0,1.0
2006,84,7,1,0,7,0,1,1,1.0
2006,60,4,2,5,4,0,2,0,1.0
1998,120,12,1,0,0,0,0,0,1.0
2006,60,0,2,7,7,0,1,0,1.0
2006,84,2,1,0,2,0,1,1,1.0
2006,38,2,1,4,6,0,1,0,2.0
2006,42,1,2,1,1,0,1,0,2.0
1983,300,35,1,0,0,0,0,0,1.0
2006,84,2,2,2,4,0,1,0,1.0
1983,202,5,1,0,0,0,0,0,2.0
1998,240,55,1,10,45,0,0,0,1.0
2006,39,1,2,1,1,0,1,0,2.0
1998,60,2,2,0,0,0,0,0,1.0
2006,84,38,1,0,38,0,1,1,1.0
2006,84,4,1,1,4,0,1,1,1.0
1998,36,4,2,0,0,0,0,0,1.0
2006,6,3,1,6,9,0,1,0,1.0
1998,120,40,1,0,0,0,0,0,1.0
1998,84,5,2,0,0,0,0,0,1.0
2006,63,1,2,0,1,0,1,0,2.0
1983,300,37,2,0,0,0,0,0,1.0
2006,84,2,1,0,2,0,1,1,1.0
2006,17,2,1,1,3,0,1,1,2.0
1983,180,9,1,0,0,0,0,0,1.0
2006,60,1,2,3,1,0,1,0,1.0
2006,84,16,1,1,16,0,1,1,1.0
2006,65,2,2,2,2,0,1,0,2.0
2006,84,3,2,0,3,0,2,1,1.0
1998,90,3,1,0,0,0,0,0,1.0
2006,84,3,2,2,3,0,1,1,1.0
1983,11,20,1,0,0,0,0,0,1.0
2006,120,3,1,1,2,0,1,0,1.0
1998,84,50,1,0,0,0,0,0,1.0
2006,60,14,1,7,21,0,2,0,1.0
1998,63,50,1,0,0,0,0,0,1.0
2006,0,4,1,0,4,0,1,0,1.0
1998,63,1,1,0,0,0,0,0,1.0
2006,60,1,1,8,8,0,1,1,1.0
1983,180,131,1,0,0,0,0,0,1.0
1998,78,9,2,0,0,1,0,0,1.0
1998,60,2,2,0,0,0,0,0,1.0
2006,84,1,2,0,1,0,1,0,1.0
2006,240,16,2,4,0,0,2,0,1.0
1998,48,8,2,0,0,0,0,0,1.0
2006,60,0,1,0,0,0,1,1,2.0
2006,60,1,1,8,8,0,1,0,1.0
2006,67,7,1,0,7,0,1,0,2.0
1998,84,2,2,0,0,0,0,0,1.0
2006,84,1,2,0,1,0,1,1,1.0
1998,84,1,2,0,0,0,0,0,1.0
2006,56,7,1,0,7,0,1,0,2.0
2006,84,1,2,0,1,0,1,0,1.0
2006,84,59,1,11,59,0,1,0,1.0
1998,56,50,1,0,0,0,0,1,1.0
2006,60,2,2,1,3,0,1,0,1.0
2006,19,1,1,0,1,0,1,0,2.0
1998,48,80,2,0,0,0,0,0,1.0
2006,84,15,1,8,23,0,1,1,1.0
1998,240,4,1,3,4,0,0,0,1.0
2006,84,1,1,0,1,0,1,1,1.0
2006,41,8,1,0,8,0,2,0,2.0
2006,84,3,2,0,3,0,1,1,1.0
1998,180,1,1,0,0,0,0,0,1.0
2006,47,4,1,0,4,0,1,1,2.0
1998,60,19,1,0,0,0,0,0,1.0
2006,84,3,1,0,3,0,1,1,1.0
1998,180,1,2,0,0,0,0,0,1.0
2006,84,2,1,0,2,0,1,1,1.0
1998,120,1,1,0,0,0,0,0,1.0
2006,84,1,2,0,1,0,1,1,1.0
1998,309,31,1,0,0,0,0,0,1.0
2006,60,1,2,0,1,0,2,1,1.0
2006,72,4,1,0,4,0,1,0,1.0
1998,84,41,1,0,0,0,0,0,1.0
2006,36,1,1,0,1,0,1,1,2.0
1998,120,25,1,0,0,0,0,0,1.0
2006,36,1,1,0,1,0,1,1,2.0
2006,118,4,1,0,4,0,2,1,1.0
1983,240,10,1,0,0,0,0,0,1.0
2006,84,2,1,0,2,0,1,1,1.0
2006,84,7,1,2,9,0,2,1,1.0
1998,85,1,1,0,0,0,1,0,1.0
1998,180,13,1,0,0,0,0,0,1.0
1983,105,3,1,0,0,0,0,0,2.0
1998,120,8,1,8,0,0,0,0,1.0
2006,84,3,2,5,3,0,1,0,1.0
2006,7,1,1,0,1,0,1,1,2.0
1983,240,32,1,0,0,0,0,0,1.0
2006,42,4,1,4,4,0,1,1,2.0
1983,180,14,1,0,0,0,0,0,1.0
2006,84,1,1,0,1,0,1,1,1.0
1998,300,9,1,0,0,1,0,0,1.0
2006,65,1,2,0,1,0,1,0,2.0
2006,63,1,1,0,1,0,1,1,2.0
1998,180,6,1,0,0,0,0,0,1.0
1998,300,11,1,0,0,0,0,0,1.0
1998,84,4,2,0,0,0,0,0,1.0
2006,68,2,1,1,3,0,1,0,2.0
1998,84,4,1,0,0,0,0,0,1.0
2006,10,2,1,0,2,0,1,1,2.0
2006,39,1,2,4,1,0,1,0,2.0
1983,120,6,2,0,0,0,0,0,2.0
2006,84,2,1,1,3,0,1,1,1.0
1998,82,2,1,0,0,0,0,0,1.0
2006,42,1,1,2,1,0,1,0,2.0
1998,120,6,1,0,0,0,0,0,1.0
2006,50,1,1,0,1,0,1,1,2.0
2006,48,2,2,0,2,0,2,0,1.0
